order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,discount
17841,07/16/2024,07/22/2024,Standard Class,CUST-708,PD-5,9,0.1
17842,03/13/2020,03/20/2020,Standard Class,CUST-253,PD-1337,7,0.1
17843,10/01/2023,10/07/2023,Standard Class,CUST-705,PD-140,10,0.0
17844,05/15/2024,05/18/2024,Second Class,CUST-851,PD-646,12,0.0
17845,05/13/2024,05/18/2024,Standard Class,CUST-420,PD-531,6,0.0
17846,12/21/2022,12/26/2022,Standard Class,CUST-726,PD-679,6,0.3
17847,05/03/2021,05/08/2021,Standard Class,CUST-319,PD-1039,9,0.0
17848,12/08/2020,12/14/2020,Standard Class,CUST-702,PD-1286,2,0.1
17849,02/17/2024,02/21/2024,Standard Class,CUST-443,PD-1575,10,0.0
17850,09/14/2024,09/17/2024,Second Class,CUST-947,PD-1151,12,0.0
17851,05/27/2022,05/31/2022,Standard Class,CUST-217,PD-1199,4,0.0
17852,03/12/2023,03/18/2023,Standard Class,CUST-814,PD-633,5,0.1
17853,11/19/2023,11/22/2023,Second Class,CUST-438,PD-186,6,0.0
17854,06/03/2021,06/10/2021,Standard Class,CUST-210,PD-313,4,0.0
17855,11/09/2022,11/12/2022,Second Class,CUST-413,PD-1543,12,0.0
17856,11/17/2024,11/24/2024,Standard Class,CUST-235,PD-530,5,0.0
17857,02/06/2023,02/11/2023,Standard Class,CUST-108,PD-922,10,0.2
17858,11/22/2021,11/25/2021,Second Class,CUST-262,PD-30,5,0.0
17859,06/22/2023,06/25/2023,Second Class,CUST-599,PD-1465,7,0.0
17860,09/29/2022,10/02/2022,Second Class,CUST-943,PD-566,11,0.0
17861,01/01/2022,01/05/2022,Standard Class,CUST-757,PD-1546,2,0.1
17862,09/22/2021,09/28/2021,Standard Class,CUST-144,PD-434,2,0.1
17863,04/28/2022,05/03/2022,Standard Class,CUST-429,PD-246,4,0.0
17864,06/11/2021,06/14/2021,Second Class,CUST-492,PD-1118,2,0.0
17865,05/22/2023,05/28/2023,Standard Class,CUST-752,PD-55,11,0.0
17866,10/06/2021,10/07/2021,First Class,CUST-825,PD-424,2,0.0
17867,09/03/2022,09/06/2022,Second Class,CUST-963,PD-424,6,0.1
17868,05/05/2024,05/11/2024,Standard Class,CUST-151,PD-882,12,0.0
17869,08/31/2023,09/03/2023,Second Class,CUST-805,PD-508,4,0.0
17870,04/09/2023,04/13/2023,Standard Class,CUST-160,PD-230,13,0.0
17871,05/10/2023,05/13/2023,Second Class,CUST-608,PD-1270,3,0.0
17872,04/26/2023,04/29/2023,Second Class,CUST-70,PD-106,8,0.0
17873,05/11/2021,05/16/2021,Standard Class,CUST-174,PD-685,7,0.0
17874,11/20/2021,11/24/2021,Standard Class,CUST-657,PD-276,5,0.1
17875,01/14/2022,01/18/2022,Standard Class,CUST-93,PD-830,5,0.0
17876,07/12/2023,07/15/2023,Second Class,CUST-782,PD-579,12,0.0
17877,11/30/2023,12/04/2023,Standard Class,CUST-976,PD-1327,12,0.0
17878,01/02/2021,01/07/2021,Standard Class,CUST-296,PD-470,3,0.0
17879,01/09/2023,01/12/2023,Second Class,CUST-738,PD-384,4,0.0
17880,10/11/2021,10/12/2021,First Class,CUST-484,PD-1383,1,0.0
17881,05/09/2024,05/12/2024,Second Class,CUST-38,PD-368,2,0.0
17882,01/25/2024,01/28/2024,Second Class,CUST-331,PD-1029,2,0.0
17883,02/11/2020,02/15/2020,Standard Class,CUST-363,PD-730,14,0.0
17884,11/21/2024,11/26/2024,Standard Class,CUST-870,PD-602,8,0.0
17885,03/20/2022,03/27/2022,Standard Class,CUST-180,PD-1166,5,0.0
17886,04/14/2024,04/17/2024,Second Class,CUST-930,PD-1026,8,0.3
17887,09/24/2022,09/27/2022,Second Class,CUST-597,PD-496,11,0.0
17888,12/23/2023,12/26/2023,Second Class,CUST-193,PD-720,4,0.0
17889,11/13/2023,11/18/2023,Standard Class,CUST-319,PD-898,5,0.0
17890,03/13/2021,03/18/2021,Standard Class,CUST-685,PD-222,3,0.1
17891,12/30/2021,01/03/2022,Standard Class,CUST-988,PD-1014,6,0.1
17892,08/12/2022,08/16/2022,Standard Class,CUST-62,PD-229,7,0.0
17893,08/09/2020,08/16/2020,Standard Class,CUST-575,PD-1208,1,0.0
17894,01/23/2022,01/26/2022,Second Class,CUST-862,PD-1024,9,0.0
17895,05/15/2022,05/18/2022,Second Class,CUST-963,PD-75,10,0.0
17896,09/06/2020,09/10/2020,Standard Class,CUST-999,PD-1160,8,0.0
17897,12/10/2023,12/16/2023,Standard Class,CUST-996,PD-298,2,0.0
17898,03/12/2021,03/15/2021,Second Class,CUST-472,PD-462,4,0.2
17899,09/03/2023,09/08/2023,Standard Class,CUST-250,PD-499,2,0.0
17900,11/06/2024,11/07/2024,First Class,CUST-707,PD-345,13,0.1
17901,03/21/2020,03/24/2020,Second Class,CUST-759,PD-265,9,0.1
17902,04/22/2021,04/22/2021,Same Day,CUST-392,PD-70,13,0.1
17903,01/19/2021,01/25/2021,Standard Class,CUST-623,PD-1521,13,0.2
17904,09/08/2020,09/13/2020,Standard Class,CUST-292,PD-822,1,0.0
17905,01/07/2024,01/11/2024,Standard Class,CUST-532,PD-1414,9,0.0
17906,11/02/2024,11/05/2024,Second Class,CUST-784,PD-487,4,0.1
17907,11/05/2024,11/12/2024,Standard Class,CUST-951,PD-705,2,0.0
17908,03/22/2024,03/29/2024,Standard Class,CUST-192,PD-1333,2,0.0
17909,04/21/2020,04/27/2020,Standard Class,CUST-541,PD-791,4,0.1
17910,09/11/2024,09/14/2024,Second Class,CUST-34,PD-139,4,0.1
17911,01/01/2023,01/05/2023,Standard Class,CUST-669,PD-1056,9,0.0
17912,06/17/2022,06/23/2022,Standard Class,CUST-526,PD-819,4,0.1
17913,11/24/2024,11/25/2024,First Class,CUST-124,PD-452,12,0.1
17914,09/13/2024,09/16/2024,Second Class,CUST-340,PD-1110,14,0.0
17915,02/16/2023,02/20/2023,Standard Class,CUST-733,PD-1229,11,0.1
17916,05/09/2024,05/14/2024,Standard Class,CUST-615,PD-499,12,0.0
17917,06/16/2022,06/22/2022,Standard Class,CUST-356,PD-846,7,0.2
17918,12/08/2024,12/11/2024,Second Class,CUST-901,PD-1557,7,0.2
17919,02/18/2022,02/21/2022,Second Class,CUST-108,PD-572,6,0.0
17920,04/05/2024,04/09/2024,Standard Class,CUST-154,PD-1287,3,0.0
17921,01/21/2022,01/25/2022,Standard Class,CUST-746,PD-1514,8,0.2
17922,12/01/2023,12/04/2023,Second Class,CUST-135,PD-723,10,0.0
17923,06/14/2023,06/21/2023,Standard Class,CUST-174,PD-1116,6,0.0
17924,08/07/2021,08/11/2021,Standard Class,CUST-8,PD-803,11,0.0
17925,04/13/2020,04/18/2020,Standard Class,CUST-885,PD-1394,3,0.1
17926,11/01/2023,11/07/2023,Standard Class,CUST-802,PD-1007,2,0.0
17927,08/19/2021,08/19/2021,Same Day,CUST-492,PD-841,2,0.0
17928,08/23/2022,08/28/2022,Standard Class,CUST-483,PD-872,12,0.0
17929,07/16/2024,07/21/2024,Standard Class,CUST-837,PD-327,14,0.0
17930,04/24/2021,04/27/2021,Second Class,CUST-367,PD-1547,1,0.2
17931,03/20/2024,03/23/2024,Second Class,CUST-965,PD-21,7,0.0
17932,02/26/2022,03/05/2022,Standard Class,CUST-942,PD-1149,1,0.0
17933,12/18/2020,12/24/2020,Standard Class,CUST-582,PD-452,13,0.1
17934,09/17/2023,09/17/2023,Same Day,CUST-378,PD-405,8,0.0
17935,05/04/2020,05/09/2020,Standard Class,CUST-24,PD-389,8,0.1
17936,05/29/2023,06/05/2023,Standard Class,CUST-788,PD-801,12,0.0
17937,01/26/2023,02/01/2023,Standard Class,CUST-129,PD-231,9,0.0
17938,07/17/2022,07/23/2022,Standard Class,CUST-197,PD-123,2,0.0
17939,02/14/2020,02/17/2020,Second Class,CUST-914,PD-1472,8,0.0
17940,04/08/2020,04/11/2020,Second Class,CUST-591,PD-1256,8,0.2
17941,03/30/2022,04/04/2022,Standard Class,CUST-121,PD-724,4,0.0
17942,12/13/2023,12/16/2023,Second Class,CUST-688,PD-691,4,0.1
17943,11/14/2022,11/17/2022,Second Class,CUST-240,PD-385,2,0.0
17944,07/14/2020,07/19/2020,Standard Class,CUST-528,PD-418,4,0.0
17945,08/21/2024,08/22/2024,First Class,CUST-735,PD-1374,13,0.4
17946,11/14/2023,11/17/2023,Second Class,CUST-421,PD-895,9,0.1
17947,04/24/2022,04/25/2022,First Class,CUST-103,PD-639,9,0.2
17948,02/19/2021,02/24/2021,Standard Class,CUST-529,PD-33,10,0.0
17949,03/07/2021,03/11/2021,Standard Class,CUST-790,PD-1308,5,0.1
17950,08/02/2021,08/07/2021,Standard Class,CUST-464,PD-132,3,0.0
17951,11/05/2023,11/12/2023,Standard Class,CUST-445,PD-900,11,0.0
17952,01/13/2020,01/16/2020,Second Class,CUST-985,PD-20,9,0.2
17953,07/11/2020,07/18/2020,Standard Class,CUST-929,PD-1596,12,0.1
17954,10/02/2021,10/03/2021,First Class,CUST-30,PD-1118,6,0.0
17955,02/25/2023,02/28/2023,Second Class,CUST-866,PD-1556,5,0.0
17956,09/05/2021,09/08/2021,Second Class,CUST-970,PD-912,12,0.0
17957,08/08/2021,08/11/2021,Second Class,CUST-195,PD-1005,14,0.3
17958,04/27/2024,04/30/2024,Second Class,CUST-805,PD-1148,1,0.0
17959,08/03/2024,08/06/2024,Second Class,CUST-271,PD-1468,12,0.0
17960,05/21/2024,05/24/2024,Second Class,CUST-753,PD-403,8,0.0
17961,12/22/2020,12/26/2020,Standard Class,CUST-775,PD-1484,5,0.0
17962,08/13/2021,08/16/2021,Second Class,CUST-791,PD-234,6,0.0
17963,03/31/2020,04/07/2020,Standard Class,CUST-763,PD-818,11,0.0
17964,11/21/2022,11/24/2022,Second Class,CUST-410,PD-844,7,0.0
17965,11/29/2021,12/02/2021,Second Class,CUST-49,PD-1205,9,0.0
17966,08/18/2021,08/19/2021,First Class,CUST-431,PD-1102,5,0.0
17967,03/23/2023,03/30/2023,Standard Class,CUST-735,PD-919,7,0.0
17968,03/01/2020,03/04/2020,Second Class,CUST-264,PD-258,10,0.3
17969,04/09/2020,04/16/2020,Standard Class,CUST-332,PD-177,3,0.3
17970,01/21/2021,01/25/2021,Standard Class,CUST-598,PD-1080,13,0.1
17971,09/14/2020,09/17/2020,Second Class,CUST-935,PD-342,12,0.0
17972,01/28/2022,02/04/2022,Standard Class,CUST-261,PD-628,3,0.0
17973,05/20/2023,05/26/2023,Standard Class,CUST-258,PD-887,8,0.0
17974,05/14/2020,05/19/2020,Standard Class,CUST-662,PD-1394,14,0.1
17975,06/16/2024,06/22/2024,Standard Class,CUST-100,PD-650,8,0.1
17976,01/25/2020,01/31/2020,Standard Class,CUST-33,PD-748,11,0.2
17977,09/16/2023,09/23/2023,Standard Class,CUST-386,PD-194,12,0.0
17978,04/15/2020,04/20/2020,Standard Class,CUST-736,PD-1367,1,0.2
17979,04/24/2021,04/27/2021,Second Class,CUST-194,PD-788,3,0.1
17980,01/25/2023,01/30/2023,Standard Class,CUST-193,PD-395,2,0.0
17981,08/27/2020,09/01/2020,Standard Class,CUST-889,PD-1096,14,0.0
17982,07/05/2023,07/10/2023,Standard Class,CUST-975,PD-1059,2,0.0
17983,10/07/2020,10/10/2020,Second Class,CUST-702,PD-825,5,0.0
17984,05/15/2020,05/16/2020,First Class,CUST-647,PD-216,12,0.0
17985,12/15/2023,12/16/2023,First Class,CUST-966,PD-1050,10,0.3
17986,04/05/2024,04/10/2024,Standard Class,CUST-832,PD-1417,10,0.0
17987,06/02/2021,06/06/2021,Standard Class,CUST-668,PD-980,7,0.1
17988,09/13/2024,09/20/2024,Standard Class,CUST-826,PD-461,7,0.3
17989,03/01/2022,03/06/2022,Standard Class,CUST-103,PD-658,12,0.2
17990,05/15/2024,05/22/2024,Standard Class,CUST-676,PD-583,4,0.0
17991,02/01/2024,02/04/2024,Second Class,CUST-281,PD-407,13,0.0
17992,05/10/2021,05/13/2021,Second Class,CUST-492,PD-689,3,0.0
17993,01/11/2022,01/18/2022,Standard Class,CUST-972,PD-87,2,0.2
17994,08/05/2024,08/10/2024,Standard Class,CUST-667,PD-1167,11,0.3
17995,06/29/2023,07/06/2023,Standard Class,CUST-736,PD-1488,1,0.0
17996,02/07/2020,02/10/2020,Second Class,CUST-752,PD-1111,12,0.0
17997,05/06/2023,05/12/2023,Standard Class,CUST-246,PD-535,10,0.0
17998,07/19/2020,07/22/2020,Second Class,CUST-20,PD-1470,5,0.0
17999,02/08/2023,02/11/2023,Second Class,CUST-331,PD-1555,2,0.0
18000,01/01/2023,01/04/2023,Second Class,CUST-778,PD-924,14,0.2
18001,03/29/2023,04/02/2023,Standard Class,CUST-414,PD-518,12,0.0
18002,07/26/2021,07/31/2021,Standard Class,CUST-612,PD-1005,12,0.0
18003,09/05/2024,09/11/2024,Standard Class,CUST-775,PD-291,2,0.0
18004,01/20/2023,01/27/2023,Standard Class,CUST-431,PD-1237,12,0.1
18005,11/16/2021,11/21/2021,Standard Class,CUST-770,PD-1048,9,0.0
18006,07/11/2022,07/17/2022,Standard Class,CUST-558,PD-898,7,0.2
18007,08/15/2021,08/18/2021,Second Class,CUST-403,PD-1523,5,0.0
18008,03/18/2021,03/21/2021,Second Class,CUST-684,PD-537,5,0.2
18009,04/30/2024,05/04/2024,Standard Class,CUST-26,PD-574,14,0.2
18010,02/07/2020,02/11/2020,Standard Class,CUST-708,PD-602,10,0.0
18011,08/29/2024,09/02/2024,Standard Class,CUST-439,PD-1552,6,0.1
18012,06/14/2021,06/18/2021,Standard Class,CUST-188,PD-130,1,0.1
18013,09/15/2020,09/19/2020,Standard Class,CUST-762,PD-460,14,0.0
18014,02/04/2021,02/10/2021,Standard Class,CUST-291,PD-344,1,0.3
18015,08/23/2024,08/24/2024,First Class,CUST-336,PD-420,6,0.2
18016,09/20/2021,09/26/2021,Standard Class,CUST-132,PD-827,7,0.0
18017,05/11/2021,05/11/2021,Same Day,CUST-469,PD-1033,14,0.0
18018,01/25/2021,01/28/2021,Second Class,CUST-51,PD-935,3,0.0
18019,01/18/2022,01/19/2022,First Class,CUST-289,PD-472,3,0.0
18020,04/02/2020,04/03/2020,First Class,CUST-822,PD-1114,5,0.0
18021,03/10/2022,03/14/2022,Standard Class,CUST-852,PD-997,9,0.0
18022,09/16/2020,09/19/2020,Second Class,CUST-183,PD-1430,11,0.0
18023,01/21/2022,01/27/2022,Standard Class,CUST-883,PD-737,5,0.0
18024,04/07/2021,04/10/2021,Second Class,CUST-78,PD-428,6,0.1
18025,03/07/2021,03/08/2021,First Class,CUST-805,PD-1366,10,0.2
18026,05/20/2020,05/27/2020,Standard Class,CUST-323,PD-1262,1,0.0
18027,06/15/2022,06/21/2022,Standard Class,CUST-123,PD-1456,9,0.2
18028,02/15/2023,02/18/2023,Second Class,CUST-906,PD-1272,2,0.1
18029,09/05/2023,09/12/2023,Standard Class,CUST-588,PD-755,6,0.0
18030,10/01/2021,10/05/2021,Standard Class,CUST-325,PD-448,11,0.0
18031,02/01/2022,02/04/2022,Second Class,CUST-975,PD-1100,5,0.0
18032,08/19/2021,08/26/2021,Standard Class,CUST-308,PD-1054,10,0.0
18033,02/03/2022,02/08/2022,Standard Class,CUST-872,PD-724,8,0.0
18034,01/28/2022,02/04/2022,Standard Class,CUST-301,PD-1544,5,0.0
18035,09/20/2021,09/21/2021,First Class,CUST-630,PD-560,2,0.3
18036,11/09/2021,11/13/2021,Standard Class,CUST-300,PD-66,5,0.0
18037,09/19/2022,09/22/2022,Second Class,CUST-707,PD-1357,8,0.0
18038,04/18/2021,04/21/2021,Second Class,CUST-19,PD-87,12,0.0
18039,10/21/2023,10/24/2023,Second Class,CUST-942,PD-216,4,0.0
18040,11/08/2022,11/15/2022,Standard Class,CUST-41,PD-37,7,0.0
18041,11/05/2021,11/09/2021,Standard Class,CUST-133,PD-1520,7,0.1
18042,07/19/2024,07/25/2024,Standard Class,CUST-259,PD-913,2,0.0
18043,01/05/2022,01/06/2022,First Class,CUST-706,PD-1608,14,0.1
18044,05/28/2024,06/01/2024,Standard Class,CUST-785,PD-764,11,0.0
18045,02/11/2024,02/11/2024,Same Day,CUST-380,PD-1039,9,0.0
18046,01/12/2021,01/16/2021,Standard Class,CUST-730,PD-903,8,0.1
18047,04/26/2020,05/03/2020,Standard Class,CUST-439,PD-542,3,0.2
18048,01/21/2022,01/27/2022,Standard Class,CUST-437,PD-163,7,0.0
18049,01/08/2023,01/11/2023,Second Class,CUST-337,PD-1271,12,0.0
18050,12/17/2020,12/20/2020,Second Class,CUST-950,PD-343,2,0.0
18051,04/18/2020,04/19/2020,First Class,CUST-935,PD-99,14,0.0
18052,09/13/2022,09/19/2022,Standard Class,CUST-156,PD-507,9,0.0
18053,01/10/2021,01/16/2021,Standard Class,CUST-598,PD-1413,6,0.1
18054,10/01/2022,10/04/2022,Second Class,CUST-272,PD-1329,2,0.0
18055,03/19/2022,03/26/2022,Standard Class,CUST-164,PD-1184,5,0.1
18056,03/08/2024,03/09/2024,First Class,CUST-748,PD-1448,10,0.0
18057,07/16/2020,07/22/2020,Standard Class,CUST-970,PD-509,12,0.2
18058,02/19/2024,02/25/2024,Standard Class,CUST-467,PD-898,11,0.0
18059,08/14/2024,08/17/2024,Second Class,CUST-6,PD-959,1,0.0
18060,04/24/2022,04/28/2022,Standard Class,CUST-676,PD-1537,11,0.4
18061,04/16/2020,04/21/2020,Standard Class,CUST-118,PD-1027,2,0.0
18062,04/20/2021,04/23/2021,Second Class,CUST-695,PD-954,13,0.0
18063,09/24/2022,09/27/2022,Second Class,CUST-28,PD-204,1,0.0
18064,03/01/2021,03/04/2021,Second Class,CUST-597,PD-37,11,0.0
18065,01/12/2021,01/15/2021,Second Class,CUST-286,PD-467,14,0.2
18066,09/18/2020,09/22/2020,Standard Class,CUST-506,PD-320,6,0.1
18067,09/15/2024,09/20/2024,Standard Class,CUST-333,PD-680,3,0.2
18068,05/25/2021,05/31/2021,Standard Class,CUST-991,PD-1610,10,0.0
18069,10/13/2021,10/20/2021,Standard Class,CUST-907,PD-81,13,0.2
18070,01/04/2024,01/05/2024,First Class,CUST-668,PD-1001,9,0.0
18071,12/05/2021,12/08/2021,Second Class,CUST-914,PD-218,12,0.0
18072,05/31/2020,06/05/2020,Standard Class,CUST-606,PD-544,12,0.1
18073,07/08/2020,07/11/2020,Second Class,CUST-701,PD-1448,2,0.0
18074,02/12/2020,02/16/2020,Standard Class,CUST-588,PD-52,3,0.0
18075,07/30/2023,07/31/2023,First Class,CUST-434,PD-197,5,0.0
18076,10/03/2023,10/09/2023,Standard Class,CUST-333,PD-1352,6,0.1
18077,03/05/2022,03/08/2022,Second Class,CUST-451,PD-320,6,0.0
18078,04/20/2020,04/21/2020,First Class,CUST-766,PD-713,10,0.0
18079,08/03/2021,08/09/2021,Standard Class,CUST-841,PD-1264,12,0.0
18080,07/18/2020,07/21/2020,Second Class,CUST-161,PD-537,14,0.0
18081,07/05/2022,07/06/2022,First Class,CUST-19,PD-206,11,0.1
18082,09/25/2021,09/29/2021,Standard Class,CUST-398,PD-280,12,0.0
18083,02/09/2024,02/13/2024,Standard Class,CUST-132,PD-964,6,0.0
18084,10/10/2022,10/14/2022,Standard Class,CUST-40,PD-996,14,0.0
18085,10/30/2023,11/02/2023,Second Class,CUST-966,PD-1029,13,0.0
18086,12/03/2024,12/07/2024,Standard Class,CUST-962,PD-864,3,0.0
18087,01/18/2022,01/19/2022,First Class,CUST-72,PD-640,8,0.2
18088,03/09/2023,03/13/2023,Standard Class,CUST-324,PD-968,14,0.0
18089,03/02/2022,03/05/2022,Second Class,CUST-615,PD-193,11,0.0
18090,06/10/2020,06/13/2020,Second Class,CUST-477,PD-171,2,0.2
18091,07/09/2024,07/13/2024,Standard Class,CUST-152,PD-1207,1,0.0
18092,03/02/2023,03/07/2023,Standard Class,CUST-998,PD-364,10,0.0
18093,11/21/2023,11/27/2023,Standard Class,CUST-288,PD-260,13,0.2
18094,01/18/2021,01/21/2021,Second Class,CUST-933,PD-615,14,0.0
18095,10/24/2023,10/27/2023,Second Class,CUST-353,PD-942,11,0.0
18096,12/15/2022,12/16/2022,First Class,CUST-776,PD-1565,12,0.0
18097,10/19/2021,10/23/2021,Standard Class,CUST-871,PD-1237,3,0.0
18098,09/03/2024,09/06/2024,Second Class,CUST-913,PD-956,8,0.0
18099,03/31/2024,04/05/2024,Standard Class,CUST-755,PD-574,12,0.0
18100,06/03/2023,06/08/2023,Standard Class,CUST-972,PD-1578,11,0.1
18101,02/16/2024,02/19/2024,Second Class,CUST-555,PD-1185,4,0.1
18102,01/02/2021,01/05/2021,Second Class,CUST-909,PD-1184,7,0.2
18103,08/12/2021,08/16/2021,Standard Class,CUST-216,PD-1440,4,0.0
18104,11/11/2020,11/15/2020,Standard Class,CUST-26,PD-180,9,0.0
18105,06/12/2021,06/18/2021,Standard Class,CUST-897,PD-284,2,0.0
18106,10/27/2023,11/03/2023,Standard Class,CUST-293,PD-109,1,0.0
18107,12/05/2022,12/08/2022,Second Class,CUST-550,PD-1126,7,0.0
18108,04/26/2020,04/29/2020,Second Class,CUST-672,PD-1176,7,0.0
18109,08/12/2021,08/15/2021,Second Class,CUST-197,PD-1416,5,0.0
18110,11/28/2024,12/01/2024,Second Class,CUST-308,PD-1061,4,0.0
18111,05/08/2022,05/13/2022,Standard Class,CUST-514,PD-1511,9,0.1
18112,04/18/2024,04/24/2024,Standard Class,CUST-583,PD-391,11,0.0
18113,10/28/2023,11/01/2023,Standard Class,CUST-686,PD-1555,12,0.0
18114,11/21/2021,11/25/2021,Standard Class,CUST-753,PD-712,6,0.0
18115,03/21/2023,03/26/2023,Standard Class,CUST-525,PD-559,2,0.2
18116,01/05/2020,01/08/2020,Second Class,CUST-503,PD-796,2,0.4
18117,10/31/2022,11/07/2022,Standard Class,CUST-394,PD-546,13,0.1
18118,11/18/2022,11/21/2022,Second Class,CUST-437,PD-797,8,0.0
18119,12/01/2021,12/01/2021,Same Day,CUST-853,PD-119,12,0.1
18120,11/16/2023,11/19/2023,Second Class,CUST-130,PD-444,6,0.1
18121,02/09/2022,02/15/2022,Standard Class,CUST-535,PD-76,5,0.0
18122,04/28/2020,05/02/2020,Standard Class,CUST-242,PD-645,12,0.0
18123,02/28/2023,03/03/2023,Second Class,CUST-981,PD-817,2,0.0
18124,04/30/2021,05/04/2021,Standard Class,CUST-379,PD-1108,6,0.0
18125,02/01/2023,02/04/2023,Second Class,CUST-30,PD-466,10,0.0
18126,12/23/2022,12/27/2022,Standard Class,CUST-199,PD-1205,13,0.0
18127,02/19/2023,02/23/2023,Standard Class,CUST-837,PD-1483,12,0.0
18128,10/11/2020,10/14/2020,Second Class,CUST-758,PD-162,12,0.1
18129,01/27/2021,02/02/2021,Standard Class,CUST-151,PD-67,7,0.1
18130,10/04/2020,10/11/2020,Standard Class,CUST-321,PD-198,3,0.0
18131,07/21/2023,07/22/2023,First Class,CUST-355,PD-1044,3,0.0
18132,06/11/2022,06/18/2022,Standard Class,CUST-768,PD-1592,1,0.0
18133,03/11/2022,03/18/2022,Standard Class,CUST-422,PD-1051,11,0.0
18134,01/27/2024,02/01/2024,Standard Class,CUST-682,PD-1583,13,0.2
18135,12/08/2022,12/14/2022,Standard Class,CUST-104,PD-1550,9,0.0
18136,06/01/2024,06/02/2024,First Class,CUST-47,PD-289,6,0.2
18137,05/21/2020,05/21/2020,Same Day,CUST-8,PD-540,11,0.0
18138,12/13/2023,12/17/2023,Standard Class,CUST-62,PD-1322,11,0.0
18139,06/05/2020,06/09/2020,Standard Class,CUST-318,PD-1177,7,0.0
18140,07/03/2024,07/06/2024,Second Class,CUST-574,PD-1407,10,0.2
18141,07/10/2022,07/14/2022,Standard Class,CUST-716,PD-975,7,0.0
18142,10/13/2020,10/20/2020,Standard Class,CUST-353,PD-994,10,0.3
18143,09/09/2023,09/12/2023,Second Class,CUST-483,PD-483,11,0.0
18144,08/14/2023,08/17/2023,Second Class,CUST-307,PD-758,6,0.2
18145,01/16/2021,01/21/2021,Standard Class,CUST-867,PD-486,1,0.0
18146,02/04/2021,02/07/2021,Second Class,CUST-255,PD-1156,4,0.0
18147,05/11/2023,05/16/2023,Standard Class,CUST-335,PD-461,1,0.0
18148,05/04/2023,05/10/2023,Standard Class,CUST-767,PD-176,7,0.0
18149,01/06/2021,01/12/2021,Standard Class,CUST-650,PD-215,10,0.0
18150,12/12/2024,12/15/2024,Second Class,CUST-882,PD-293,8,0.0
18151,04/06/2020,04/13/2020,Standard Class,CUST-28,PD-514,10,0.2
18152,05/13/2023,05/19/2023,Standard Class,CUST-881,PD-1201,4,0.3
18153,11/14/2020,11/17/2020,Second Class,CUST-38,PD-469,14,0.0
18154,04/04/2020,04/07/2020,Second Class,CUST-218,PD-997,9,0.2
18155,05/06/2022,05/13/2022,Standard Class,CUST-286,PD-1562,11,0.0
18156,09/15/2024,09/22/2024,Standard Class,CUST-90,PD-13,11,0.1
18157,05/23/2024,05/26/2024,Second Class,CUST-488,PD-1355,10,0.0
18158,04/03/2023,04/04/2023,First Class,CUST-130,PD-1217,8,0.4
18159,12/20/2022,12/27/2022,Standard Class,CUST-232,PD-538,12,0.0
18160,04/08/2022,04/09/2022,First Class,CUST-195,PD-68,9,0.0
18161,12/30/2024,01/03/2025,Standard Class,CUST-42,PD-1006,11,0.0
18162,08/21/2024,08/21/2024,Same Day,CUST-369,PD-765,3,0.0
18163,09/10/2023,09/13/2023,Second Class,CUST-76,PD-638,10,0.0
18164,09/30/2020,10/06/2020,Standard Class,CUST-615,PD-1597,10,0.0
18165,05/23/2023,05/26/2023,Second Class,CUST-922,PD-499,4,0.3
18166,03/18/2023,03/21/2023,Second Class,CUST-927,PD-1364,13,0.0
18167,01/09/2021,01/12/2021,Second Class,CUST-999,PD-652,5,0.0
18168,08/12/2024,08/17/2024,Standard Class,CUST-942,PD-223,8,0.0
18169,02/12/2024,02/18/2024,Standard Class,CUST-392,PD-1157,9,0.0
18170,08/06/2024,08/13/2024,Standard Class,CUST-609,PD-1303,5,0.0
18171,08/18/2022,08/25/2022,Standard Class,CUST-544,PD-8,1,0.0
18172,12/09/2021,12/15/2021,Standard Class,CUST-390,PD-1181,2,0.0
18173,05/21/2021,05/27/2021,Standard Class,CUST-421,PD-1437,2,0.0
18174,04/09/2021,04/16/2021,Standard Class,CUST-473,PD-70,7,0.0
18175,02/15/2021,02/19/2021,Standard Class,CUST-595,PD-438,5,0.0
18176,05/15/2024,05/18/2024,Second Class,CUST-828,PD-301,1,0.0
18177,07/13/2022,07/17/2022,Standard Class,CUST-856,PD-291,11,0.0
18178,10/08/2020,10/08/2020,Same Day,CUST-637,PD-694,2,0.0
18179,11/20/2022,11/27/2022,Standard Class,CUST-966,PD-853,2,0.0
18180,01/15/2023,01/19/2023,Standard Class,CUST-468,PD-1554,13,0.0
18181,03/31/2022,04/01/2022,First Class,CUST-318,PD-1030,13,0.0
18182,08/27/2022,08/28/2022,First Class,CUST-331,PD-814,8,0.0
18183,05/12/2020,05/16/2020,Standard Class,CUST-555,PD-1180,10,0.1
18184,11/25/2020,11/29/2020,Standard Class,CUST-180,PD-92,7,0.2
18185,05/31/2020,06/03/2020,Second Class,CUST-198,PD-911,4,0.0
18186,09/14/2022,09/20/2022,Standard Class,CUST-322,PD-729,8,0.0
18187,10/09/2020,10/12/2020,Second Class,CUST-753,PD-597,2,0.1
18188,11/02/2022,11/05/2022,Second Class,CUST-202,PD-1426,11,0.2
18189,12/01/2023,12/08/2023,Standard Class,CUST-818,PD-249,5,0.3
18190,04/29/2022,05/04/2022,Standard Class,CUST-407,PD-1269,5,0.0
