product_id,product_name,category,sub_category,unit_price,cogs
PD-758,"Ford, Johnson and Wells leverage",Furniture,Furnishings,2.88,0.6
PD-759,"Lyons, Wilson and Reynolds streamline",Technology,Phones,21.36,9.95
PD-760,"Howard, Doyle and Mitchell visualize",Office Supplies,Paper,29.09,14.14
PD-761,Nguyen Ltd unleash,Office Supplies,Envelopes,29.13,9.94
PD-762,Ruiz-Dennis integrate,Technology,Accessories,16.92,6.13
PD-763,"Green, Walters and Peterson visualize",Furniture,Chairs,26.01,7.02
PD-764,Dunn Group leverage,Office Supplies,Paper,22.13,11.0
PD-765,Osborne-Manning grow,Office Supplies,Binders,28.21,6.26
PD-766,Martin-Soto enable,Furniture,Furnishings,2.83,1.23
PD-767,Patrick-Kelly cultivate,Technology,Phones,2.55,0.77
PD-768,"Fox, Parker and Oliver engage",Furniture,Furnishings,2.83,1.23
PD-769,Briggs Ltd optimize,Technology,Accessories,22.08,10.89
PD-770,Mcdonald-Fisher empower,Furniture,Furnishings,25.03,10.41
PD-771,Harrell Group expedite,Technology,Accessories,18.76,5.51
PD-772,Barnes-Lowe strategize,Office Supplies,Envelopes,14.27,5.18
PD-773,Collins-Stewart benchmark,Office Supplies,Binders,17.82,5.47
PD-774,"Thomas, Shaffer and Solis engineer",Office Supplies,Art,26.88,7.67
PD-775,"Smith, Fisher and Lewis deploy",Furniture,Chairs,30.08,15.33
PD-776,Chaney-Ryan transform,Office Supplies,Fasteners,24.39,11.13
PD-777,"Hodge, Johnson and Rodriguez innovate",Furniture,Chairs,3.27,1.72
PD-778,Brown-Hernandez facilitate,Furniture,Chairs,12.74,4.4
PD-779,Patel-Floyd synthesize,Furniture,Chairs,5.05,2.85
PD-780,Mitchell-Francis aggregate,Office Supplies,Binders,27.11,10.9
PD-781,Williamson-Wallace synthesize,Office Supplies,Envelopes,3.55,1.94
PD-782,Morris PLC strategize,Office Supplies,Paper,8.99,2.46
PD-783,"Hebert, Evans and Sherman visualize",Technology,Accessories,7.76,2.84
PD-784,Chandler Ltd syndicate,Technology,Accessories,7.14,3.86
PD-785,"Davis, Henson and Decker transition",Technology,Phones,18.31,9.95
PD-786,"Cherry, Ball and Howard mesh",Furniture,Bookcases,16.69,9.11
PD-787,Garcia LLC exploit,Office Supplies,Art,6.02,1.27
PD-788,Moore-Stephenson target,Furniture,Bookcases,20.69,10.83
PD-789,Porter-Peters redefine,Furniture,Furnishings,4.05,1.1
PD-790,"Martinez, Moreno and Hamilton engage",Technology,Phones,12.84,5.51
PD-791,Brown-Beasley harness,Technology,Accessories,2.64,0.59
PD-792,Jefferson-Jacobs facilitate,Technology,Phones,11.05,3.44
PD-793,"Golden, Reeves and Collins incentivize",Office Supplies,Art,21.12,6.59
PD-794,"Turner, Frazier and Perez streamline",Furniture,Furnishings,26.4,9.13
PD-795,Evans-Patrick generate,Furniture,Furnishings,27.34,11.6
PD-796,Young LLC architect,Technology,Accessories,27.52,7.46
PD-797,Decker-Valencia synthesize,Furniture,Furnishings,22.57,5.63
PD-798,"Wallace, Ballard and Thompson facilitate",Furniture,Furnishings,4.95,2.07
PD-799,"Roth, Hughes and Ryan extend",Office Supplies,Paper,14.31,2.93
PD-800,Gray-Ellis whiteboard,Office Supplies,Fasteners,28.45,14.73
PD-801,Welch Group envisioneer,Technology,Phones,12.35,7.12
PD-802,"Martinez, Johnson and Collins innovate",Technology,Accessories,3.51,0.71
PD-803,Edwards-Pope utilize,Technology,Phones,22.07,12.03
PD-804,Smith-David e-enable,Furniture,Furnishings,15.46,6.15
PD-805,Brooks Inc exploit,Furniture,Furnishings,5.33,2.24
PD-806,White and Sons mesh,Furniture,Furnishings,11.01,5.4
PD-807,Gonzalez Inc morph,Furniture,Furnishings,2.38,0.84
PD-808,Wood Ltd deploy,Office Supplies,Binders,26.98,10.57
PD-809,"Kelly, Lowe and Harris evolve",Furniture,Bookcases,14.18,2.94
PD-810,Smith Group brand,Technology,Accessories,13.45,6.96
PD-811,Miles-Schroeder deploy,Technology,Phones,27.68,8.61
PD-812,Nguyen-Thomas redefine,Office Supplies,Storage,8.19,3.74
PD-813,"Norris, Davis and Swanson evolve",Technology,Phones,25.67,12.5
PD-814,Thompson LLC facilitate,Furniture,Bookcases,28.25,14.61
PD-815,Huynh and Sons facilitate,Technology,Accessories,14.28,5.16
PD-816,Flores-Porter mesh,Office Supplies,Envelopes,4.09,2.14
PD-817,Gibbs Group exploit,Furniture,Furnishings,7.52,3.17
PD-818,Stewart-Baldwin scale,Office Supplies,Art,10.16,3.63
PD-819,Welch Inc re-contextualize,Technology,Phones,5.53,3.29
PD-820,Miller-Smith mesh,Furniture,Bookcases,3.72,1.02
PD-821,Gomez LLC optimize,Technology,Accessories,17.66,8.54
PD-822,Fox-Frederick leverage,Technology,Phones,17.24,5.24
PD-823,Dean Inc envisioneer,Technology,Phones,14.32,8.2
PD-824,Jones-Hanson monetize,Office Supplies,Fasteners,13.56,4.97
PD-825,"Jackson, Robles and Figueroa transform",Office Supplies,Paper,28.2,12.93
PD-826,Espinoza-Galvan mesh,Office Supplies,Storage,28.61,11.77
PD-827,Hogan PLC implement,Office Supplies,Art,15.53,4.22
PD-828,"James, Benson and Bishop re-intermediate",Furniture,Chairs,17.54,9.45
PD-829,White and Sons morph,Office Supplies,Envelopes,22.63,12.61
PD-830,Nguyen Group expedite,Technology,Accessories,2.9,1.02
PD-831,"Lucas, Ingram and Ewing matrix",Furniture,Chairs,14.44,3.31
PD-832,Williams and Sons leverage,Technology,Accessories,20.76,9.66
PD-833,Monroe PLC repurpose,Technology,Phones,20.45,5.19
PD-834,Garcia-Cobb incentivize,Office Supplies,Paper,17.22,8.71
PD-835,Harper-Leonard engineer,Technology,Phones,26.54,6.29
PD-836,"Curtis, Sampson and Murray extend",Furniture,Bookcases,17.42,7.12
PD-837,"Anderson, Odonnell and Bailey harness",Office Supplies,Paper,25.52,10.96
PD-838,Johnston Ltd engage,Technology,Accessories,21.92,6.22
PD-839,Reyes and Sons re-intermediate,Office Supplies,Binders,13.07,3.27
PD-840,"Hurley, Peters and Davis visualize",Technology,Accessories,24.58,12.86
PD-841,Pope-Davis brand,Furniture,Chairs,21.91,4.49
PD-842,Edwards-Duarte visualize,Technology,Accessories,23.08,7.26
PD-843,"Williams, Johnson and Mejia grow",Office Supplies,Fasteners,17.06,7.58
PD-844,"Whitney, Thompson and Thompson productize",Technology,Accessories,5.8,1.53
PD-845,"Reed, Yu and Brown implement",Technology,Accessories,4.21,1.88
PD-846,"Roberts, Shepherd and Mitchell revolutionize",Office Supplies,Storage,26.27,5.46
PD-847,Hobbs-Riley utilize,Technology,Accessories,23.28,11.31
PD-848,Flores PLC enhance,Technology,Accessories,12.7,5.19
PD-849,Douglas and Sons re-intermediate,Technology,Accessories,24.18,10.6
PD-850,Martin and Sons repurpose,Office Supplies,Art,4.73,2.02
PD-851,"Nguyen, Perez and Herrera orchestrate",Technology,Accessories,9.11,4.58
PD-852,Thompson-Graham scale,Technology,Phones,29.24,7.2
PD-853,"Fisher, Miller and Daniels synergize",Furniture,Bookcases,13.93,3.93
PD-854,Carson-Todd empower,Technology,Accessories,2.23,1.22
PD-855,Guerrero and Sons integrate,Technology,Accessories,28.73,11.66
PD-856,"Reyes, Combs and Craig embrace",Technology,Accessories,25.03,12.68
PD-857,Parker PLC exploit,Furniture,Chairs,13.5,3.54
PD-858,"Morris, Holt and Thomas strategize",Technology,Phones,9.03,4.47
PD-859,White-Hunter implement,Furniture,Furnishings,23.0,8.59
PD-860,Perez-Johnson visualize,Furniture,Furnishings,14.78,7.56
PD-861,"Phillips, Foster and Watson extend",Technology,Phones,20.24,6.25
PD-862,"Tucker, Boyd and Lopez whiteboard",Office Supplies,Envelopes,19.15,6.07
PD-863,Williams Group e-enable,Technology,Accessories,22.51,11.38
PD-864,"Lowe, Russell and Johnson seize",Technology,Phones,17.16,4.13
PD-865,Berry PLC iterate,Office Supplies,Art,20.01,10.37
PD-866,Johnston Ltd re-intermediate,Office Supplies,Fasteners,24.25,14.41
PD-867,Maynard-Kaufman scale,Technology,Accessories,13.86,3.36
PD-868,Johnson Ltd reinvent,Furniture,Bookcases,29.45,14.8
PD-869,Mcgee-Burgess seize,Technology,Accessories,24.5,13.53
PD-870,"Lee, Simon and Yu exploit",Office Supplies,Envelopes,20.96,11.25
PD-871,"Holt, Gilbert and Bruce grow",Furniture,Bookcases,22.38,8.44
PD-872,Stevens-Hernandez e-enable,Technology,Accessories,16.77,7.88
PD-873,"Taylor, Guerrero and House re-intermediate",Office Supplies,Envelopes,24.16,9.95
PD-874,Hobbs Ltd evolve,Office Supplies,Paper,24.17,12.85
PD-875,Martin-Gutierrez morph,Office Supplies,Paper,17.01,5.24
PD-876,Adams-Hamilton transition,Furniture,Bookcases,25.55,9.6
PD-877,Gonzalez Group visualize,Furniture,Furnishings,22.09,7.01
PD-878,"Berger, Morgan and Booker evolve",Office Supplies,Envelopes,18.7,8.46
PD-879,Johnson-Smith whiteboard,Furniture,Furnishings,2.63,0.76
PD-880,Davis PLC maximize,Furniture,Chairs,16.76,8.1
PD-881,"Kaufman, Donaldson and Gaines empower",Technology,Phones,11.35,2.97
PD-882,"Wilson, James and Khan revolutionize",Furniture,Chairs,22.88,11.55
PD-883,"Murphy, Washington and Hill repurpose",Office Supplies,Storage,21.38,12.64
PD-884,Liu-Kelly synergize,Furniture,Bookcases,16.57,8.83
PD-885,Gamble-Cohen revolutionize,Office Supplies,Fasteners,4.52,1.15
PD-886,Evans Group deploy,Technology,Phones,22.6,4.97
PD-887,"Torres, Powers and Washington harness",Office Supplies,Paper,25.45,14.4
PD-888,"Lucas, Bailey and Sweeney expedite",Office Supplies,Envelopes,28.02,10.92
PD-889,Cruz Ltd envisioneer,Office Supplies,Art,12.86,6.74
PD-890,Mccoy-Jones unleash,Furniture,Chairs,17.49,9.7
PD-891,"Medina, Simon and Ramirez unleash",Technology,Phones,26.98,10.5
PD-892,Jackson Group incubate,Furniture,Chairs,21.82,7.59
PD-893,Johnson-Holden engage,Furniture,Bookcases,26.62,11.19
PD-894,Dickerson Inc whiteboard,Technology,Phones,25.26,9.24
PD-895,Hernandez Ltd repurpose,Technology,Phones,21.65,8.02
PD-896,"Ryan, Poole and Bauer transform",Office Supplies,Envelopes,5.47,3.04
PD-897,Miller-Cervantes transition,Office Supplies,Fasteners,5.63,2.63
PD-898,Diaz-Nelson expedite,Furniture,Furnishings,4.26,1.7
PD-899,Anderson Ltd incentivize,Office Supplies,Envelopes,11.65,5.59
PD-900,Morales-Reed visualize,Technology,Phones,12.22,2.79
PD-901,Singleton-Reed visualize,Furniture,Bookcases,18.83,4.91
PD-902,Koch Group monetize,Technology,Phones,8.06,3.42
PD-903,"Pena, Cole and Bell extend",Office Supplies,Fasteners,8.91,4.98
PD-904,Smith Inc architect,Technology,Accessories,26.61,7.53
PD-905,Burns Ltd enable,Furniture,Furnishings,12.34,2.53
PD-906,Dyer PLC incentivize,Office Supplies,Storage,21.12,11.43
PD-907,"Mccall, Brown and Williams optimize",Technology,Phones,5.63,2.75
PD-908,Mcdonald PLC seize,Technology,Accessories,7.42,2.06
PD-909,Ramos-Harvey streamline,Technology,Accessories,8.34,1.95
PD-910,"Shelton, Clark and Ryan maximize",Furniture,Furnishings,25.27,7.38
PD-911,Davies and Sons grow,Office Supplies,Binders,25.91,8.51
PD-912,Flores Group e-enable,Furniture,Chairs,19.65,7.2
PD-913,Thompson Ltd scale,Furniture,Chairs,22.96,6.94
PD-914,Baird-Webster benchmark,Furniture,Chairs,21.28,10.21
PD-915,"Gray, Reynolds and Ferguson transform",Technology,Accessories,4.06,1.73
PD-916,Cross LLC disintermediate,Office Supplies,Storage,27.56,11.26
PD-917,Gregory Group utilize,Technology,Accessories,17.0,6.55
PD-918,"Bryant, Harris and Hill architect",Furniture,Chairs,9.4,5.61
PD-919,Kelly LLC syndicate,Office Supplies,Paper,26.9,10.58
PD-920,Ortiz-Erickson streamline,Office Supplies,Storage,9.4,3.61
PD-921,"Rivas, Mitchell and Gibson utilize",Technology,Phones,16.86,7.5
PD-922,Kelly-Morgan utilize,Office Supplies,Fasteners,12.6,4.06
PD-923,Reed-Graham expedite,Furniture,Bookcases,3.13,1.25
PD-924,Miller-Williams integrate,Furniture,Chairs,29.69,13.82
PD-925,Fitzpatrick Inc strategize,Office Supplies,Art,12.4,7.14
PD-926,Smith Ltd orchestrate,Office Supplies,Binders,6.04,3.41
PD-927,"Schmidt, Young and Rodriguez incubate",Technology,Phones,15.91,5.62
PD-928,Lee-Anderson disintermediate,Office Supplies,Fasteners,13.69,5.26
PD-929,Cameron Inc seize,Furniture,Chairs,8.22,2.21
PD-930,Allen-Mills integrate,Furniture,Chairs,11.97,7.11
PD-931,Macias-Hernandez expedite,Furniture,Bookcases,3.29,1.48
PD-932,"King, Mckenzie and Brooks enhance",Furniture,Bookcases,21.49,6.3
PD-933,Smith-Little leverage,Technology,Accessories,13.67,7.88
PD-934,Austin-Clark revolutionize,Office Supplies,Envelopes,25.5,5.96
PD-935,Davis-Hudson innovate,Furniture,Furnishings,5.85,1.63
PD-936,Curry-Foster revolutionize,Office Supplies,Binders,4.13,1.92
PD-937,Holmes-Parrish streamline,Technology,Phones,13.46,4.01
PD-938,Wilson PLC transform,Furniture,Chairs,29.89,6.28
PD-939,"Anderson, Sanders and Durham aggregate",Furniture,Furnishings,15.97,3.23
PD-940,Dean-Griffith integrate,Office Supplies,Envelopes,30.44,6.45
PD-941,Harris PLC expedite,Technology,Accessories,30.0,10.32
PD-942,Estrada Inc innovate,Technology,Phones,19.27,7.22
PD-943,Roberts-Reyes scale,Office Supplies,Paper,12.12,2.79
PD-944,"Sawyer, Schultz and Kline target",Technology,Phones,29.39,14.32
PD-945,"Ortega, Benson and Little grow",Office Supplies,Storage,5.75,1.67
PD-946,Gibbs PLC visualize,Office Supplies,Storage,17.5,6.82
PD-947,Hernandez-Brown productize,Technology,Phones,28.08,8.52
PD-948,Ward LLC orchestrate,Office Supplies,Paper,5.68,1.41
PD-949,Jones LLC iterate,Technology,Phones,10.27,5.51
PD-950,"Mccullough, Mcdaniel and Zimmerman facilitate",Technology,Accessories,9.41,5.46
PD-951,"Martinez, Bishop and Bush evolve",Technology,Accessories,22.13,6.83
PD-952,Cox and Sons target,Furniture,Chairs,29.75,6.64
PD-953,"Walter, Graves and Ryan engage",Furniture,Furnishings,6.81,3.57
PD-954,"Kline, Reid and Cooper monetize",Furniture,Bookcases,14.64,5.82
PD-955,Stewart-Flores facilitate,Technology,Phones,26.35,15.64
PD-956,Davila PLC drive,Office Supplies,Binders,3.86,1.68
PD-957,"Browning, Thomas and Williams incentivize",Office Supplies,Art,6.96,1.4
PD-958,Jordan-Morris scale,Furniture,Furnishings,15.91,7.96
PD-959,"Kelley, Thomas and Hamilton optimize",Office Supplies,Paper,28.8,12.52
PD-960,Hernandez and Sons architect,Technology,Accessories,18.85,9.87
PD-961,Henderson-Clay implement,Technology,Phones,20.89,6.49
PD-962,"Strong, Garza and Benton grow",Furniture,Furnishings,9.62,4.47
PD-963,Myers-Myers facilitate,Office Supplies,Binders,5.76,2.47
PD-964,Smith LLC benchmark,Technology,Accessories,5.64,3.04
PD-965,Sanders Ltd productize,Furniture,Bookcases,11.8,3.84
PD-966,Farmer-Smith benchmark,Technology,Phones,10.01,3.49
PD-967,"Alvarez, Barton and Jackson enhance",Furniture,Bookcases,5.37,1.73
PD-968,"Christensen, Smith and Bennett reinvent",Furniture,Furnishings,26.55,7.86
PD-969,"Anderson, Howard and Shaw envisioneer",Technology,Phones,24.5,7.53
PD-970,Vaughn Inc disintermediate,Technology,Accessories,9.43,2.69
PD-971,Williams and Sons seize,Technology,Accessories,24.24,7.42
PD-972,"Weber, Brock and Collins synergize",Office Supplies,Envelopes,16.29,8.4
PD-973,"Eaton, Fuller and Brock reinvent",Office Supplies,Paper,12.38,6.09
PD-974,Hunter and Sons streamline,Office Supplies,Binders,20.87,8.25
PD-975,Lee and Sons whiteboard,Furniture,Bookcases,15.99,5.74
PD-976,Harrison LLC scale,Office Supplies,Fasteners,18.3,6.6
PD-977,Berry-George streamline,Furniture,Furnishings,23.15,9.31
PD-978,Lewis-Williams streamline,Technology,Phones,29.2,12.14
PD-979,Patton-Gross deploy,Furniture,Furnishings,6.39,1.84
PD-980,"Phillips, Evans and Bell engage",Technology,Phones,16.08,8.29
PD-981,"Mccarthy, Greene and Brown re-contextualize",Technology,Accessories,12.98,4.58
PD-982,Perez-Montoya mesh,Technology,Phones,22.57,8.34
PD-983,"Williams, Walker and Petty synthesize",Technology,Phones,30.02,17.92
PD-984,White LLC transition,Technology,Accessories,17.56,3.84
PD-985,Rogers-Cox leverage,Technology,Accessories,28.51,6.07
PD-986,Brown LLC integrate,Office Supplies,Storage,13.6,5.29
PD-987,Jones-Smith utilize,Furniture,Furnishings,9.32,4.97
PD-988,"Carter, Owens and Jones revolutionize",Furniture,Chairs,19.11,8.69
PD-989,Abbott and Sons deploy,Office Supplies,Fasteners,23.15,4.84
PD-990,Shah PLC syndicate,Furniture,Furnishings,6.0,2.39
PD-991,Gill Ltd harness,Office Supplies,Envelopes,13.68,2.91
PD-992,"Johnson, Fitzgerald and Hart visualize",Technology,Accessories,28.79,17.01
PD-993,Keith PLC empower,Technology,Accessories,13.24,6.61
PD-994,Boyer-Hart engineer,Technology,Accessories,25.73,5.41
PD-995,Smith-Mcpherson facilitate,Furniture,Bookcases,26.31,6.27
PD-996,Cameron LLC orchestrate,Furniture,Chairs,13.15,7.05
PD-997,Bell-Fuller maximize,Furniture,Chairs,13.36,7.78
PD-998,"Barrett, Edwards and Obrien productize",Office Supplies,Binders,8.84,5.12
PD-999,"Herring, Strickland and Lee utilize",Furniture,Bookcases,17.26,8.55
PD-1000,Farmer Inc maximize,Technology,Phones,9.64,2.63
PD-1001,Hall Inc unleash,Technology,Phones,16.85,9.47
PD-1002,"Davis, Davis and Lang transition",Office Supplies,Paper,3.17,1.54
PD-1003,"Ford, Jordan and Johnson scale",Technology,Accessories,9.2,4.16
PD-1004,Schmidt Group iterate,Technology,Accessories,4.98,1.69
PD-1005,Mack-Hall generate,Furniture,Bookcases,15.43,3.88
PD-1006,Hammond Group expedite,Furniture,Furnishings,4.82,1.73
PD-1007,Bond PLC empower,Furniture,Bookcases,11.76,4.09
PD-1008,"Casey, Goodman and Nelson extend",Office Supplies,Paper,22.65,5.98
PD-1009,Hernandez Group target,Technology,Phones,3.95,2.26
PD-1010,Thomas-Henry brand,Furniture,Chairs,24.77,11.2
PD-1011,"Bailey, Pierce and Evans enable",Furniture,Bookcases,3.33,0.99
PD-1012,Best Ltd monetize,Furniture,Bookcases,14.07,2.82
PD-1013,Bennett PLC e-enable,Office Supplies,Binders,7.65,3.02
PD-1014,Silva and Sons harness,Furniture,Bookcases,8.29,4.36
PD-1015,Jones-Decker grow,Technology,Accessories,13.66,7.54
PD-1016,Miller-West scale,Technology,Accessories,15.21,3.77
PD-1017,"Matthews, Bradley and Allen seize",Technology,Accessories,27.96,11.96
PD-1018,Andrews LLC optimize,Office Supplies,Paper,26.93,13.17
PD-1019,Ferrell-Allen architect,Technology,Accessories,13.54,4.94
PD-1020,Mcintyre-Marshall benchmark,Office Supplies,Fasteners,15.99,5.94
PD-1021,Todd Group generate,Office Supplies,Art,7.93,2.59
PD-1022,"Green, Rangel and Rodriguez extend",Furniture,Furnishings,13.41,5.44
PD-1023,Bowen-Bates embrace,Technology,Accessories,23.08,4.71
PD-1024,Mendoza-Young redefine,Furniture,Chairs,18.79,3.83
PD-1025,Stuart LLC envisioneer,Technology,Accessories,25.35,11.15
PD-1026,Sanchez Group grow,Furniture,Chairs,8.19,4.44
PD-1027,"Turner, Anthony and Richards benchmark",Office Supplies,Art,18.05,3.65
PD-1028,James-Myers implement,Furniture,Furnishings,15.01,4.37
PD-1029,"Chavez, Harper and Moran empower",Office Supplies,Envelopes,3.19,1.3
PD-1030,Herring-Benitez cultivate,Office Supplies,Envelopes,20.0,11.36
PD-1031,Solis and Sons cultivate,Technology,Phones,21.7,7.46
PD-1032,Roman Inc extend,Technology,Accessories,28.2,14.15
PD-1033,"Fischer, Miller and Estrada re-contextualize",Office Supplies,Storage,20.72,9.61
PD-1034,Sellers PLC generate,Office Supplies,Binders,8.82,3.58
PD-1035,"Gonzalez, Garcia and Huff transform",Office Supplies,Envelopes,29.21,6.64
PD-1036,Barnes-Cain monetize,Technology,Phones,7.47,4.22
PD-1037,"Stewart, Richardson and Ramirez harness",Furniture,Furnishings,13.33,6.76
PD-1038,Ponce Inc syndicate,Furniture,Chairs,27.24,9.69
PD-1039,Williams-Paul mesh,Furniture,Chairs,10.46,2.92
PD-1040,Moore Inc architect,Technology,Accessories,13.82,3.76
PD-1041,"Michael, Estes and Smith incubate",Technology,Accessories,21.04,12.52
PD-1042,Ross-Mcdowell implement,Technology,Phones,15.81,6.8
PD-1043,Hammond LLC implement,Technology,Phones,15.3,4.45
PD-1044,Franklin Inc brand,Office Supplies,Binders,2.93,1.62
PD-1045,Hutchinson-Lopez empower,Technology,Phones,13.53,5.64
PD-1046,Miller Ltd integrate,Technology,Phones,18.23,3.79
PD-1047,Harper Ltd orchestrate,Technology,Accessories,26.49,8.15
PD-1048,Walker-Lucas re-intermediate,Technology,Phones,21.6,10.37
PD-1049,"Serrano, Smith and Roy repurpose",Office Supplies,Envelopes,16.8,9.86
PD-1050,"Christensen, Walker and Edwards utilize",Furniture,Chairs,19.22,4.33
PD-1051,"Santiago, Dawson and Rodriguez seize",Furniture,Furnishings,6.38,3.56
PD-1052,Johnson PLC empower,Technology,Phones,22.51,13.37
PD-1053,"Love, Smith and Hebert facilitate",Office Supplies,Paper,22.95,9.26
PD-1054,Ellis LLC utilize,Furniture,Furnishings,8.09,2.23
PD-1055,Stevens-Benjamin repurpose,Technology,Accessories,5.6,2.25
PD-1056,"Christian, Simmons and Simmons transition",Office Supplies,Paper,14.52,5.98
PD-1057,"Paul, Reese and Casey maximize",Technology,Accessories,15.02,5.31
PD-1058,Hill-Murray seize,Office Supplies,Binders,29.5,8.09
PD-1059,Fox PLC re-intermediate,Furniture,Furnishings,26.03,8.91
PD-1060,Shannon LLC visualize,Office Supplies,Envelopes,5.85,3.18
PD-1061,"Hicks, Johnson and Kelly e-enable",Office Supplies,Art,13.14,4.0
PD-1062,Stephens-Smith optimize,Technology,Accessories,15.97,5.86
PD-1063,Bowen LLC grow,Furniture,Chairs,3.99,0.96
PD-1064,"Bird, Fisher and White enable",Technology,Accessories,13.25,5.57
PD-1065,Vincent and Sons iterate,Office Supplies,Art,12.15,7.04
PD-1066,Jones Inc productize,Furniture,Chairs,3.58,0.81
PD-1067,"Baxter, Ruiz and Meyer utilize",Office Supplies,Storage,5.17,2.42
PD-1068,Todd-Brooks engage,Office Supplies,Art,9.49,2.74
PD-1069,"Morgan, Chapman and Martin re-contextualize",Office Supplies,Art,25.03,6.69
PD-1070,Strong-Jimenez brand,Furniture,Furnishings,22.4,11.91
PD-1071,Williams Group morph,Office Supplies,Storage,15.29,4.47
PD-1072,Fisher Inc strategize,Office Supplies,Envelopes,18.07,9.26
PD-1073,"Long, Fox and Montgomery revolutionize",Office Supplies,Storage,21.32,8.62
PD-1074,James Group drive,Furniture,Furnishings,25.56,8.93
PD-1075,"White, Boyd and Byrd drive",Office Supplies,Envelopes,11.04,6.33
PD-1076,Mckay LLC matrix,Furniture,Bookcases,16.89,9.43
PD-1077,"Dennis, Jones and Bowman disintermediate",Technology,Accessories,27.75,13.47
PD-1078,Hendricks PLC leverage,Furniture,Furnishings,30.41,15.95
PD-1079,Liu Inc deliver,Furniture,Chairs,4.16,1.06
PD-1080,Hamilton-Lamb drive,Office Supplies,Art,5.57,1.54
PD-1081,"Williams, Cole and Jackson grow",Technology,Phones,10.63,5.4
PD-1082,"Harris, Perez and Walker optimize",Technology,Phones,22.95,11.68
PD-1083,Hall Ltd embrace,Office Supplies,Storage,26.6,9.71
PD-1084,Miller Ltd integrate,Office Supplies,Storage,16.02,9.32
PD-1085,Campbell-Blanchard morph,Office Supplies,Fasteners,22.05,7.34
PD-1086,Wilson-Salazar re-intermediate,Office Supplies,Storage,29.02,14.07
PD-1087,"Rice, Williams and Cook optimize",Office Supplies,Art,13.39,6.04
PD-1088,Clark-Brown architect,Office Supplies,Art,17.88,4.06
PD-1089,Padilla Group repurpose,Office Supplies,Envelopes,7.51,2.32
PD-1090,"Brown, Roy and Avila redefine",Office Supplies,Envelopes,22.79,8.79
PD-1091,"Peterson, Schwartz and Stevens seize",Office Supplies,Fasteners,13.62,2.83
PD-1092,Gordon-Nelson grow,Furniture,Bookcases,21.17,10.62
PD-1093,Jordan-Herrera streamline,Office Supplies,Binders,9.39,2.08
PD-1094,"Carter, Hunter and Jones deliver",Office Supplies,Binders,5.08,2.07
PD-1095,"Elliott, Mathis and Rice aggregate",Office Supplies,Art,23.86,7.16
PD-1096,"Martin, Graham and Jacobson enhance",Technology,Phones,16.27,9.38
PD-1097,"Contreras, Hernandez and Williams cultivate",Furniture,Bookcases,5.3,1.11
PD-1098,"Lewis, Kelly and Smith innovate",Technology,Phones,27.7,16.33
PD-1099,"Thomas, Mitchell and Moon transform",Office Supplies,Binders,19.97,10.29
PD-1100,"Smith, Harris and Brewer aggregate",Technology,Accessories,11.3,5.89
PD-1101,Martin-Stout brand,Office Supplies,Envelopes,17.76,6.39
PD-1102,Warren-Day leverage,Office Supplies,Paper,7.17,4.12
PD-1103,Thomas-Weaver matrix,Office Supplies,Fasteners,13.35,5.45
PD-1104,"Hernandez, Lowe and Scott enhance",Office Supplies,Envelopes,16.65,7.73
PD-1105,Taylor-Green re-contextualize,Technology,Phones,28.18,6.09
PD-1106,Carlson and Sons extend,Office Supplies,Envelopes,26.01,14.12
PD-1107,Burns-Lara deploy,Office Supplies,Fasteners,19.92,5.62
PD-1108,Garcia Inc engage,Office Supplies,Paper,11.45,5.15
PD-1109,"Hudson, Watkins and Weaver transition",Office Supplies,Storage,26.38,8.4
PD-1110,"Cruz, Castro and Johnson deploy",Furniture,Chairs,10.48,3.69
PD-1111,Lawrence-Ingram expedite,Office Supplies,Art,26.76,9.59
PD-1112,Garcia-Cobb evolve,Technology,Phones,25.34,10.74
PD-1113,Delacruz-Ross innovate,Technology,Accessories,24.14,9.81
PD-1114,Ho-Hudson generate,Technology,Phones,18.73,9.67
PD-1115,Santos-Welch generate,Furniture,Bookcases,20.23,9.35
PD-1116,"Walker, Reeves and Armstrong seize",Office Supplies,Fasteners,4.91,1.59
PD-1117,"Atkins, Fields and Parsons utilize",Technology,Phones,9.25,4.11
PD-1118,"Adkins, Chavez and Wheeler deliver",Technology,Phones,21.94,8.0
PD-1119,Harrison-Peters synthesize,Office Supplies,Art,11.02,3.23
PD-1120,"Mcdaniel, Tanner and Evans target",Furniture,Bookcases,17.68,8.03
PD-1121,Williams-Cobb productize,Furniture,Bookcases,15.52,8.15
PD-1122,Lewis-Haney drive,Furniture,Chairs,12.17,6.49
PD-1123,Guerrero-Gibson exploit,Technology,Phones,10.61,2.16
PD-1124,Miller-Davis brand,Furniture,Bookcases,14.76,3.62
PD-1125,Smith Group scale,Technology,Phones,18.71,3.97
PD-1126,Taylor PLC exploit,Furniture,Furnishings,12.26,6.66
PD-1127,Clay-Hopkins revolutionize,Office Supplies,Art,25.28,8.33
PD-1128,Norris LLC enable,Furniture,Furnishings,7.31,3.88
PD-1129,Mayer Group drive,Office Supplies,Binders,29.9,7.43
PD-1130,"Simpson, Jones and Alvarez transform",Office Supplies,Binders,15.76,8.26
PD-1131,"Wells, Lloyd and Tran aggregate",Furniture,Bookcases,14.38,4.86
PD-1132,"Taylor, Thompson and Griffith scale",Technology,Accessories,6.48,3.14
